# Licenses generated through npm License checker (BDS-3-Clause)
"module name","license","repository"
"strip-ansi@4.0.0","MIT","https://github.com/chalk/strip-ansi"
"strip-ansi@6.0.1","MIT","https://github.com/chalk/strip-ansi"
"strip-bom@4.0.0","MIT","https://github.com/sindresorhus/strip-bom"
"strip-final-newline@2.0.0","MIT","https://github.com/sindresorhus/strip-final-newline"
"strip-json-comments@3.1.1","MIT","https://github.com/sindresorhus/strip-json-comments"
"supports-color@5.5.0","MIT","https://github.com/chalk/supports-color"
"supports-color@7.2.0","MIT","https://github.com/chalk/supports-color"
"supports-color@8.1.1","MIT","https://github.com/chalk/supports-color"
"supports-preserve-symlinks-flag@1.0.0","MIT","https://github.com/inspect-js/node-supports-preserve-symlinks-flag"
"tcr_js_client@0.0.1","Apache-2.0","https://github.com/eclipse-xfsc/train-trusted-content-resolver"
"test-exclude@6.0.0","ISC","https://github.com/istanbuljs/test-exclude"
"thenify-all@1.6.0","MIT","https://github.com/thenables/thenify-all"
"thenify@3.3.1","MIT","https://github.com/thenables/thenify"
"title-case@2.1.1","MIT","https://github.com/blakeembrey/title-case"
"tmpl@1.0.5","BSD-3-Clause","https://github.com/daaku/nodejs-tmpl"
"to-fast-properties@2.0.0","MIT","https://github.com/sindresorhus/to-fast-properties"
"to-regex-range@5.0.1","MIT","https://github.com/micromatch/to-regex-range"
"treeify@1.1.0","MIT","https://github.com/notatestuser/treeify"
"ts-node@10.9.1","MIT","https://github.com/TypeStrong/ts-node"
"ts-node@8.10.2","MIT","https://github.com/TypeStrong/ts-node"
"type-detect@4.0.8","MIT","https://github.com/chaijs/type-detect"
"type-fest@0.21.3","(MIT OR CC0-1.0)","https://github.com/sindresorhus/type-fest"
"type@1.2.0","ISC","https://github.com/medikoo/type"
"type@2.7.2","ISC","https://github.com/medikoo/type"
"typescript@3.9.10","Apache-2.0","https://github.com/Microsoft/TypeScript"
"underscore@1.13.6","MIT","https://github.com/jashkenas/underscore"
"undici-types@5.25.3","MIT","https://github.com/nodejs/undici"
"universalify@0.1.2","MIT","https://github.com/RyanZim/universalify"
"update-browserslist-db@1.0.13","MIT","https://github.com/browserslist/update-db"
"upper-case@1.1.3","MIT","https://github.com/blakeembrey/upper-case"
"util-arity@1.1.0","MIT","https://github.com/blakeembrey/arity"
"util-extend@1.0.3","MIT","https://github.com/isaacs/util-extend"
"v8-compile-cache-lib@3.0.1","MIT","https://github.com/cspotcode/v8-compile-cache-lib"
"v8-to-istanbul@9.1.3","ISC","https://github.com/istanbuljs/v8-to-istanbul"
"validate-npm-package-license@3.0.4","Apache-2.0","https://github.com/kemitchell/validate-npm-package-license.js"
"verror@1.10.1","MIT","https://github.com/joyent/node-verror"
"walker@1.0.8","Apache-2.0","https://github.com/daaku/nodejs-walker"
"which@1.3.1","ISC","https://github.com/isaacs/node-which"
"which@2.0.2","ISC","https://github.com/isaacs/node-which"
"wrap-ansi@7.0.0","MIT","https://github.com/chalk/wrap-ansi"
"wrappy@1.0.2","ISC","https://github.com/npm/wrappy"
"write-file-atomic@4.0.2","ISC","https://github.com/npm/write-file-atomic"
"y18n@5.0.8","ISC","https://github.com/yargs/y18n"
"yallist@3.1.1","ISC","https://github.com/isaacs/yallist"
"yallist@4.0.0","ISC","https://github.com/isaacs/yallist"
"yargs-parser@21.1.1","ISC","https://github.com/yargs/yargs-parser"
"yargs@17.7.2","MIT","https://github.com/yargs/yargs"
"yn@3.1.1","MIT","https://github.com/sindresorhus/yn"
"yocto-queue@0.1.0","MIT","https://github.com/sindresorhus/yocto-queue"
